loan_id,customer_id,loan_status,application_time,current_loan_amount,term,tax_liens,purpose,no_of_properties,home_ownership,annual_income,years_in_current_job,months_since_last_delinquent,no_of_cars,no_of_children,credit_score,monthly_debt,years_of_credit_history,no_of_open_accounts,no_of_credit_problems,current_credit_balance,max_open_credit,bankruptcies,month_since_last_delinquent
ca1b3654-aa25-4501-9278-d70ea41b484f,7fa29033-b54c-4078-b6ff-7077de168735,loan given,2015-11-22 10:01:00,29964.0,long term,0.0,debt consolidation,3.0,home mortgage,179784.0,10+ years,,3.0,0.0,741.0,921.39,24.0,12.0,0.0,19092.0,63429,0.0,
5518744b-cd5c-44cc-b7a8-0d8a8af70240,8d6fa3a7-eff5-444b-8d42-2e6e95b4746e,loan given,2015-03-02 10:19:00,9891.0,short term,0.0,debt consolidation,4.0,home mortgage,34781.0,10+ years,15.0,5.0,0.0,731.0,739.1,18.0,8.0,0.0,11946.0,16342,0.0,
43c849ee-914d-4b3a-aba1-b168b5f5596a,e1b55ad4-bd7d-493f-b7c0-3e2dc3c7100b,loan refused,2015-06-17 11:40:00,27633.0,long term,0.0,debt consolidation,3.0,home mortgage,93756.0,3 years,47.0,0.0,3.0,652.0,859.42,10.0,12.0,0.0,29186.0,41634,0.0,
5bbad96a-f0d1-44e7-8416-4eae4d69c7c6,f7474111-e0b3-4cbd-81bb-50232075a15f,loan given,2015-01-20 13:38:00,3624.0,short term,0.0,medical bills,2.0,,,,,,,,,,,,,,,
2aa04d84-bd8d-4475-aeb5-55ae68409417,c119fd58-c189-47f6-84b2-313086b724c0,loan given,2015-01-06 12:47:00,2520.0,short term,0.0,debt consolidation,1.0,,,,,,,,,,,,,,,
e767179b-38cc-4cb1-a917-c51dff3137ac,5a36dfbc-1e04-4800-a5bb-a9681ffdef6f,loan refused,2015-10-26 13:14:00,22234.0,long term,0.0,debt consolidation,3.0,rent,84558.0,1 year,,4.0,3.0,681.0,1853.23,15.0,6.0,1.0,7577.0,10103,1.0,
22029acb-c982-4fbe-af3e-5f6b1d2bc6ce,d2c29938-28ec-426f-a56a-163cdd0c8a86,loan given,2015-03-14 11:01:00,7125.0,short term,0.0,medical bills,3.0,,,,,,,,,,,,,,,
ded46f87-a663-4fe9-9d11-483edbf68a50,2ac8ac9b-5b59-450e-93a4-4720d28048c1,loan given,2015-06-15 13:05:00,99999999.0,short term,0.0,debt consolidation,0.0,rent,49700.0,10+ years,,5.0,2.0,746.0,844.9,23.0,10.0,0.0,17041.0,44845,0.0,
54da2b73-1779-4c37-b0ad-c03977e5d976,c187c9e0-3140-4e4c-9dd2-c542862ff53d,loan given,2015-08-30 10:47:00,33137.0,short term,0.0,debt consolidation,0.0,,,,,,,,,,,,,,,
11f1c3a7-2d23-4ba9-bb1a-f10c693d71fe,026205a5-2c6d-485a-8d68-2a97edb8810d,loan given,2015-10-12 10:41:00,5878.0,short term,0.0,debt consolidation,1.0,rent,53878.0,2 years,,3.0,2.0,726.0,95.19,8.0,3.0,0.0,1993.0,2742,0.0,
f49e7f11-80e6-4646-974e-55b99c928757,15efbea1-bf03-43e0-ae55-ed7824f8ead8,loan given,2015-09-23 11:52:00,2939.0,short term,0.0,debt consolidation,2.0,,,,,,,,,,,,,,,
e0598ff1-0039-49ab-abf6-dec813cb990c,ed0b438e-0bcc-41bd-a590-3864a8c26ff8,loan refused,2015-08-12 13:36:00,20381.0,short term,0.0,debt consolidation,0.0,home mortgage,149130.0,10+ years,,1.0,1.0,731.0,1391.88,19.0,11.0,1.0,11863.0,16407,1.0,
20ca14c4-1d70-410f-9bb9-e502117737ab,2eeb521f-cbd6-4bab-81d0-7a3d3c7e498e,loan given,2015-12-20 13:55:00,8040.0,short term,0.0,other,3.0,,,,,,,,,,,,,,,
9afa9cc5-dbae-4337-9205-d0533efc0f7a,ee8d7b44-2acb-4285-853e-a3d9e4dd01b4,loan given,2015-04-01 10:13:00,28459.0,short term,0.0,debt consolidation,2.0,home mortgage,127050.0,10+ years,,2.0,1.0,748.0,1122.28,40.0,27.0,0.0,66386.0,159200,0.0,
eb302659-164d-4cd6-b8bb-10910393bc59,5e60ff7e-5855-4dfa-9106-98fd2deb45a1,loan given,2015-06-16 13:20:00,9885.0,long term,0.0,debt consolidation,3.0,rent,42506.0,2 years,,3.0,2.0,744.0,818.23,11.0,16.0,0.0,10250.0,41665,0.0,
5645e55a-3d66-4e98-81d3-69a4bcbb091e,68a2f2f3-ab4b-4094-bc83-15fd3978c006,loan refused,2015-09-24 13:26:00,19994.0,short term,0.0,debt consolidation,1.0,rent,69979.0,10+ years,,3.0,3.0,732.0,699.79,19.0,9.0,1.0,10455.0,16387,1.0,
a9c9ea71-0f17-4949-b5e2-a20f890d3908,dfca4eab-061e-4546-9752-2a29f0f6484f,loan refused,2015-05-01 12:32:00,15152.0,short term,0.0,debt consolidation,2.0,rent,41731.0,6 years,34.0,3.0,2.0,6890.0,664.57,15.0,6.0,0.0,9119.0,9838,0.0,
7c47cb86-5338-4394-89b3-4150bc4a6b90,7d09a84d-01ab-41f6-bfe9-78a012061824,loan given,2015-01-19 11:22:00,8154.0,long term,0.0,debt consolidation,0.0,,,,,,,,,,,,,,,
c398c072-08b1-4b33-832d-5fb7fa6c5adf,a37f8daf-0439-4ace-a88c-7250d3c77010,loan given,2015-08-04 11:19:00,25390.0,short term,0.0,debt consolidation,0.0,rent,142184.0,2 years,,2.0,1.0,731.0,3649.39,17.0,12.0,0.0,29570.0,55583,0.0,
60650b84-29ea-471a-ab8d-0f1bbdedcdb0,9d78f348-a03b-461c-bbde-506d5555b2e0,loan given,2015-11-23 13:32:00,4234.0,short term,0.0,other,0.0,home mortgage,252000.0,10+ years,,3.0,1.0,729.0,2221.8,26.0,8.0,0.0,36352.0,38184,0.0,
847cd8b9-5005-4d04-9080-de91a75c8e64,cd56c61b-09d2-4856-8a31-6c6aabb2ad78,loan given,2015-03-21 13:15:00,9169.0,short term,0.0,debt consolidation,1.0,home mortgage,143724.0,< 1 year,,5.0,3.0,750.0,697.06,15.0,7.0,0.0,19728.0,34671,0.0,
ddfd6b65-b4e6-4b20-9591-c72a97efab1a,2b6f2315-146c-4237-a6d0-fa1c70f298ce,loan given,2015-09-21 12:41:00,8080.0,short term,0.0,debt consolidation,0.0,rent,,6 years,,3.0,3.0,,864.81,9.0,16.0,0.0,17186.0,23936,0.0,
2603aea1-a833-4afe-ab2d-bfdf52a23b96,fae38f6e-26c9-4d07-9650-b9d2a24cab49,loan given,2015-11-26 11:06:00,10111.0,short term,0.0,debt consolidation,1.0,rent,85944.0,2 years,28.0,3.0,2.0,744.0,201.25,17.0,9.0,0.0,4349.0,8697,0.0,
63f5bf39-3721-46f6-ac6a-f860cdbf91cd,4f06016d-b44b-4610-92e4-8bc400a5c15b,loan given,2015-09-30 14:07:00,11228.0,short term,0.0,debt consolidation,4.0,home mortgage,55118.0,1 year,,3.0,0.0,748.0,670.6,10.0,7.0,0.0,12759.0,18874,0.0,
c1c1e76d-72ac-479f-b18d-1ee83fed570c,1964e588-3476-4e66-a3e4-818316e431c5,loan given,2015-02-16 14:07:00,7160.0,short term,0.0,debt consolidation,0.0,rent,,2 years,29.0,0.0,3.0,,145.18,20.0,10.0,0.0,4282.0,18698,0.0,
31e34dc7-7a1d-4baa-871a-0c9109acff5d,dd216a90-1068-4aee-88c6-4ba9384c11f0,loan given,2015-03-29 11:01:00,21472.0,long term,0.0,debt consolidation,4.0,,,,,,,,,,,,,,,
97ff65ce-4865-4370-8407-854f6bea5632,25299077-8015-4b8c-89f9-971aec535175,loan refused,2015-08-26 12:23:00,3043.0,short term,0.0,debt consolidation,4.0,home mortgage,45648.0,10+ years,,1.0,1.0,732.0,696.13,21.0,9.0,0.0,6575.0,22442,0.0,
34bf67d3-67df-433d-ad2c-94ca493bb705,c37b6ada-3598-4017-abd3-402b6779fca3,loan refused,2015-08-15 12:43:00,11939.0,short term,0.0,debt consolidation,1.0,rent,47755.0,5 years,11.0,1.0,2.0,7440.0,1010.82,22.0,14.0,0.0,10562.0,23896,0.0,
41c5e22b-c12f-48cb-8163-9997eacffbcd,964516f3-44bc-41f5-b8ff-7e187d1dedf8,loan given,2015-01-29 10:10:00,7874.0,short term,0.0,debt consolidation,3.0,rent,31498.0,< 1 year,,0.0,3.0,731.0,349.1,7.0,12.0,0.0,11524.0,19080,0.0,
6f6c25ea-1b3e-430e-8eb5-fe7de1b15bc6,a8339720-25c0-4533-bccb-28517e9922f9,loan refused,2015-11-10 14:06:00,18157.0,short term,0.0,debt consolidation,2.0,rent,60522.0,< 1 year,,1.0,0.0,747.0,1523.14,23.0,12.0,0.0,37687.0,75525,0.0,
23dd2ff3-5d79-4100-b23f-23b1fc26e463,87284e4a-abed-44b0-a95b-4fe89762287c,loan given,2015-11-26 11:06:00,6092.0,short term,0.0,other,1.0,rent,49751.0,10+ years,,1.0,2.0,736.0,960.6,26.0,11.0,0.0,37262.0,50905,0.0,
cc1598da-e6a0-48ae-9d2d-716fcbcd276c,fddda101-7756-4334-8437-bbfcf733a74a,loan given,2015-10-05 14:34:00,4973.0,short term,0.0,debt consolidation,0.0,,,,,,,,,,,,,,,
6bd2e45a-82f3-4129-b700-51b353677cb7,02682cf8-c892-4fb2-b404-614d19de689f,loan given,2015-02-12 14:46:00,99999999.0,short term,0.0,moving,2.0,,,,,,,,,,,,,,,
a7bb4474-a3d0-490e-b467-e7c6683a4bb4,c1e06d2c-0bb0-499f-a049-4025e12d0b4b,loan given,2015-07-18 13:56:00,12121.0,short term,0.0,debt consolidation,1.0,own home,61616.0,10+ years,23.0,1.0,2.0,728.0,718.86,22.0,15.0,0.0,10775.0,48317,0.0,
27f9cb0e-313c-4a10-b560-28da0b266321,372ed3ac-7663-4ae7-97c5-b1cac41a724e,loan given,2015-03-19 12:20:00,99999999.0,short term,0.0,debt consolidation,0.0,rent,48283.0,10+ years,,0.0,2.0,730.0,659.87,16.0,4.0,0.0,11159.0,12976,0.0,
e12ab38a-ccf6-4fce-b336-a4556b6c86fb,59469633-2fd3-4eed-8633-586f2f033dea,loan given,2015-08-28 14:58:00,16179.0,short term,0.0,buy a car,2.0,home mortgage,95862.0,5 years,28.0,4.0,2.0,741.0,621.5,15.0,6.0,0.0,17121.0,28112,0.0,
3aaa13cf-cff4-44ef-995c-d7a84fd5ef26,6f4e8452-c98d-45b6-8c11-f43307368795,loan given,2015-12-18 10:21:00,5020.0,short term,0.0,home improvements,0.0,own home,120480.0,8 years,,0.0,0.0,749.0,982.92,34.0,14.0,0.0,11404.0,56738,0.0,
26c8ee2f-73c3-4f09-99c6-9573470cadae,d7354973-1cb2-4df7-b792-d42247bb9307,loan refused,2015-07-04 12:01:00,25190.0,long term,0.0,debt consolidation,2.0,home mortgage,63171.0,10+ years,24.0,3.0,2.0,740.0,199.51,38.0,11.0,0.0,7128.0,45986,0.0,
15ad73af-da41-4d57-baea-f00842e0cfb8,13610678-3f22-47b9-a7e1-4f2275362d12,loan given,2015-07-10 11:32:00,23416.0,long term,0.0,debt consolidation,2.0,,,,,,,,,,,,,,,
b147fb29-016f-41a0-98c8-a231d7f3926d,9dab884b-08c2-40cb-ae0b-96a045c24332,loan given,2015-09-18 11:52:00,2517.0,short term,0.0,other,4.0,,,,,,,,,,,,,,,
64c928b5-d6e6-4c0b-bb8c-b0e0f4e2d849,de44951c-cb93-4451-ab6f-ef10b6a63ec6,loan given,2015-11-09 10:48:00,6074.0,long term,0.0,other,1.0,,,,,,,,,,,,,,,
6de1a88a-ebdc-4d99-a433-2452455a323b,942372fa-81e7-4a8f-8d96-43b0c3d23631,loan given,2015-11-29 11:19:00,3016.0,short term,0.0,debt consolidation,0.0,rent,,10+ years,19.0,2.0,3.0,,1857.1,23.0,11.0,0.0,13096.0,19605,0.0,
94053922-57ba-450a-9b12-88028265252a,f90fc93d-6d0f-4898-a76e-49874e112dcb,loan given,2015-03-05 10:56:00,35266.0,short term,0.0,debt consolidation,0.0,own home,231748.0,10+ years,,0.0,3.0,731.0,1728.46,15.0,17.0,0.0,49894.0,116304,0.0,
ebba89d0-afbf-45a8-b4dc-8119a4fd457d,ba324466-11ea-43e4-983d-1419a4b7cf56,loan given,2015-10-30 14:20:00,5915.0,short term,0.0,debt consolidation,3.0,home mortgage,,6 years,,2.0,3.0,,702.38,19.0,7.0,0.0,9903.0,64308,0.0,
1344d2ff-12e8-4dfc-a826-6e7f38707f81,0215fb6b-0af7-4d60-abb0-9e179d324864,loan given,2015-11-05 10:25:00,6106.0,short term,0.0,debt consolidation,1.0,,,,,,,,,,,,,,,
6921c042-f8ab-4e14-b7e4-5f32bf92e651,f250353f-d445-4290-9ca2-d31806a29a72,loan given,2015-04-21 12:39:00,17037.0,short term,0.0,debt consolidation,3.0,home mortgage,120264.0,10+ years,33.0,3.0,1.0,747.0,283.62,16.0,12.0,0.0,19311.0,48038,0.0,
d09b6197-28c1-4034-9a4c-1dc6a10f41d3,474c87ef-5627-45d7-aa60-c80b5fc1105e,loan given,2015-11-14 10:21:00,8730.0,short term,0.0,debt consolidation,1.0,rent,59520.0,10+ years,70.0,1.0,0.0,726.0,1130.88,18.0,10.0,1.0,5121.0,14068,1.0,
5e506c5b-36f7-44e5-b23e-fbe0c0f79783,a4911406-9616-458c-9073-fcdd34624f14,loan given,2015-07-24 14:36:00,20484.0,short term,0.0,debt consolidation,4.0,,,,,,,,,,,,,,,
934ade42-87c0-4b32-9ab1-648adf933e99,e12292c4-1d2e-4614-90b2-cff8cf7ca5b3,loan refused,2015-07-22 10:30:00,21416.0,short term,0.0,debt consolidation,2.0,home mortgage,100960.0,5 years,,3.0,1.0,7490.0,1665.84,17.0,17.0,0.0,38887.0,64596,0.0,
77d7330a-dedb-415a-ac55-865338f27c3f,8ab2250d-4807-4ba2-964e-670e886abbcf,loan given,2015-07-01 10:04:00,10136.0,short term,0.0,debt consolidation,0.0,rent,35476.0,10+ years,14.0,4.0,3.0,728.0,567.62,21.0,14.0,0.0,15914.0,28265,0.0,
78450c29-31c9-46b5-8602-17c2bd31992e,ed8b0e35-81b1-495b-aaa2-3cea193e6d36,loan given,2015-08-19 14:29:00,10920.0,short term,0.0,debt consolidation,3.0,,,,,,,,,,,,,,,
e855ac82-842a-48e8-9299-b9f4c4be143b,b159a41b-8b95-4def-bd2d-15e12b23a193,loan refused,2015-04-23 14:49:00,9889.0,short term,0.0,debt consolidation,3.0,rent,,1 year,,3.0,1.0,,768.05,10.0,8.0,0.0,9887.0,12266,0.0,
506df2c2-7256-433c-9220-ac88429e1361,ea95b147-d960-4a76-9efc-442f8e26aa13,loan given,2015-01-18 11:07:00,7917.0,short term,0.0,debt consolidation,4.0,,,,,,,,,,,,,,,
13e3b185-7ba8-4c1b-8635-7ce178b8eff8,78492263-2160-4dc3-84c6-15b1712288df,loan given,2015-08-11 13:32:00,11783.0,short term,0.0,debt consolidation,2.0,,,,,,,,,,,,,,,
b485ea84-0e82-4d9b-8601-dfb8fc0d936f,2f2062a0-f23a-4715-8cf2-8947a8e0ef05,loan given,2015-06-04 13:59:00,8735.0,short term,0.0,other,2.0,,,,,,,,,,,,,,,
836861ef-3a97-47d2-8677-acb4f657c54a,d2f4ec56-6919-4d0e-a86c-45e20c7b77fc,loan given,2015-10-12 14:32:00,29658.0,short term,0.0,debt consolidation,0.0,home mortgage,76765.0,10+ years,8.0,3.0,3.0,739.0,1599.27,27.0,13.0,0.0,38827.0,93335,0.0,
7ec66f1d-9cb3-4685-942c-915a36037804,d365d887-d951-473d-8cf1-f49c07f66fbf,loan given,2015-06-25 12:13:00,16791.0,long term,0.0,debt consolidation,1.0,,,,,,,,,,,,,,,
b137557d-d77b-4411-916a-401376947dd0,7f16a7c8-c857-43c9-8f71-28a7dbf1f3bc,loan given,2015-02-23 11:58:00,17313.0,short term,0.0,debt consolidation,1.0,,,,,,,,,,,,,,,
027e4946-fce2-4741-8743-112de92fe35f,f98274b4-c2a3-4542-a04d-104b0225e231,loan given,2015-06-25 14:00:00,99999999.0,short term,0.0,home improvements,0.0,home mortgage,142380.0,8 years,54.0,2.0,2.0,750.0,723.77,19.0,8.0,0.0,37991.0,72364,0.0,
283e0939-7484-4d7f-8783-2b53bcd6afe9,cdcebe9c-5498-4090-a00a-4dbd58510651,loan refused,2015-10-31 13:56:00,9302.0,short term,0.0,home improvements,4.0,own home,,3 years,,1.0,3.0,,172.47,11.0,7.0,0.0,6400.0,23021,0.0,
4494a41c-7494-4856-b4ba-ff204b023604,fc037c09-1859-41a5-8e00-38adfd208aa7,loan given,2015-04-12 14:29:00,99999999.0,short term,0.0,other,4.0,,,,,,,,,,,,,,,
9d7d4634-5518-41b7-b601-833ccc6e2cde,f14482ed-d950-46bd-bb4f-02a391c9de3e,loan given,2015-09-21 11:37:00,9446.0,short term,0.0,other,4.0,,,,,,,,,,,,,,,
29932fcf-3adf-4ac8-ae46-c8cb918aa532,5ac04fcf-611f-4831-a943-6c33575752f7,loan given,2015-09-02 13:24:00,14649.0,short term,0.0,debt consolidation,3.0,home mortgage,48830.0,< 1 year,,3.0,0.0,740.0,647,14.0,10.0,1.0,11315.0,19145,1.0,
9d2f69fe-2035-4ef9-b3a8-614d7ef4464d,7aa61da1-aaff-4c60-b0ca-5db08f7f0e57,loan refused,2015-07-08 12:31:00,10155.0,short term,0.0,debt consolidation,3.0,home mortgage,86318.0,5 years,46.0,0.0,1.0,710.0,1172.48,15.0,12.0,0.0,12550.0,12689,0.0,
8eba6fee-f8b2-460d-846c-8cff0192aebe,9a6ab662-4383-48ca-b577-c8a701817a9e,loan given,2015-04-02 14:13:00,11680.0,short term,0.0,debt consolidation,1.0,,,,,,,,,,,,,,,
2ebdab5b-da17-4e98-8ccf-fdce3bc450b9,a321fe29-eaa0-4f73-9a50-69871c360dd2,loan refused,2015-10-28 10:02:00,19951.0,long term,0.0,debt consolidation,0.0,home mortgage,,10+ years,,2.0,0.0,,1168.3,17.0,9.0,0.0,12129.0,22420,0.0,
f01afd0f-a9ef-41ae-a3bc-08be33153a8b,819bf20a-1e13-4031-bd11-76f81c217d1a,loan refused,2015-02-19 10:26:00,14826.0,short term,0.0,business loan,0.0,rent,,10+ years,,5.0,2.0,,1017.56,29.0,15.0,0.0,31769.0,36855,0.0,
eee058d0-0a9c-40b5-88ea-f09b50a0966c,976e5571-62cd-4b28-af70-16f0f47eb38f,loan given,2015-04-08 11:42:00,15224.0,short term,0.0,debt consolidation,4.0,,,,,,,,,,,,,,,
e1069595-09d9-4b22-99e6-73ab8cae5fb9,11724222-07ce-4ae3-a43a-ab050939e2e7,loan given,2015-01-17 11:06:00,3975.0,short term,0.0,other,0.0,,,,,,,,,,,,,,,
4746990d-f8fd-4eb5-baa1-55915c332b69,5d3869fa-c059-4e8e-a904-fb1827e8b64e,loan given,2015-07-01 12:29:00,15326.0,short term,0.0,home improvements,4.0,rent,40868.0,10+ years,11.0,2.0,3.0,736.0,527.88,30.0,7.0,0.0,20633.0,40220,0.0,
6b66444c-02e8-43d4-ab99-bcd87a900195,487647b5-722b-43e9-976a-f48e30b055c8,loan given,2015-09-30 13:34:00,99999999.0,short term,0.0,debt consolidation,1.0,own home,33199.0,10+ years,,2.0,0.0,742.0,724.84,37.0,7.0,0.0,27095.0,34871,0.0,
63a86a8e-4cdf-4f0a-97ad-e0e383278260,5ab11796-c858-4a4c-a790-5e044784b7e9,loan given,2015-02-11 13:54:00,35273.0,long term,0.0,debt consolidation,4.0,,,,,,,,,,,,,,,
c7bbf61c-1b9d-4a27-9509-cea376727bde,1de36da4-eaa8-439c-aa92-1171c4bdd5d1,loan refused,2015-07-07 11:51:00,20492.0,long term,0.0,debt consolidation,1.0,rent,51230.0,1 year,,5.0,2.0,682.0,849.57,22.0,7.0,0.0,21090.0,32902,0.0,
6f65e3e3-1531-4d39-9940-9cd812335d7c,c255b161-6d41-4c94-86ee-1c8458fd2485,loan given,2015-02-10 14:26:00,8556.0,short term,0.0,debt consolidation,1.0,rent,39257.0,7 years,,2.0,2.0,742.0,435.1,21.0,4.0,1.0,3988.0,4929,1.0,
ad874fcf-04ac-4902-adbb-efcba2599577,18ca016a-77a6-4f58-98a8-c3d10cb2e667,loan given,2015-12-23 12:25:00,5376.0,long term,0.0,other,1.0,,,,,,,,,,,,,,,
615e5292-3573-4313-9d6c-61234e9aa7e5,0480e03c-6133-4c38-b093-bde254b909aa,loan given,2015-07-15 12:19:00,27870.0,long term,0.0,debt consolidation,0.0,,,,,,,,,,,,,,,
c80d2f1b-a30c-4378-8e2d-2ed48b44074d,0bcddfbe-cd38-44f0-9a15-c1b1b6d4eda8,loan given,2015-10-12 14:53:00,17137.0,long term,0.0,debt consolidation,2.0,rent,47733.0,10+ years,,0.0,1.0,659.0,688.16,14.0,13.0,0.0,18988.0,25018,0.0,
45b5641e-77b1-4a4e-8286-6087af2aa7d7,caa88e2c-f2da-4baf-b8b2-68bd34c1d673,loan given,2015-01-12 13:49:00,6128.0,short term,0.0,debt consolidation,3.0,home mortgage,,,,4.0,1.0,,308.66,26.0,11.0,0.0,6705.0,10284,0.0,
ca46b774-5b9c-4d3e-aaa0-2b246af6d101,81cf3f85-1e67-4ffe-b157-904fc6ff47ce,loan given,2015-03-08 14:25:00,30015.0,short term,0.0,debt consolidation,4.0,,,,,,,,,,,,,,,
880a7397-e6e8-49e1-8cdf-d7928766ce77,e2124f0c-a91a-42c3-bb40-ed6b66ba8b65,loan given,2015-09-16 13:17:00,99999999.0,long term,0.0,debt consolidation,2.0,home mortgage,108680.0,10+ years,,0.0,0.0,739.0,684.68,31.0,11.0,0.0,6147.0,37710,0.0,
59bc652f-19a4-478d-9511-6e9ecd561560,6337b5c4-3745-42b2-9bc9-313b66f6d99a,loan given,2015-11-08 11:41:00,5872.0,short term,0.0,buy a car,4.0,home mortgage,52694.0,10+ years,,4.0,1.0,751.0,636.72,25.0,4.0,0.0,20331.0,44980,0.0,
f44d4ad6-7076-4325-827e-b6a8383322be,29a2cdb7-36c1-44f2-adbc-32d935625abb,loan given,2015-01-17 13:59:00,99999999.0,short term,0.0,debt consolidation,2.0,home mortgage,73223.0,10+ years,,3.0,3.0,750.0,1690.22,16.0,15.0,0.0,7552.0,32691,0.0,
ef8636e4-e396-446f-b8ad-54ada46692f0,b3914796-651c-4909-9e1b-c450b3e90efc,loan given,2015-12-25 10:24:00,16115.0,long term,0.0,debt consolidation,4.0,,,,,,,,,,,,,,,
f7744d01-894b-49c3-8777-fc6431a2cff1,2c60938b-ad2b-4702-804d-eeca43949c52,loan given,2015-06-27 12:16:00,99999999.0,short term,0.0,debt consolidation,0.0,,,,,,,,,,,,,,,
651dcfb5-1daa-47a6-a253-15f0f35738b4,dfda8cc1-b1f4-4928-969d-87463d6dc834,loan given,2015-05-03 10:06:00,28577.0,short term,0.0,debt consolidation,3.0,,,,,,,,,,,,,,,
33ce1e36-817d-4ec7-af33-d19c409276b3,12bad3d3-1976-4c1f-86a6-9734abec72f0,loan given,2015-10-19 11:27:00,21214.0,short term,0.0,debt consolidation,0.0,home mortgage,,1 year,,5.0,0.0,,2766.69,26.0,18.0,0.0,27070.0,33134,0.0,
7c20709d-c49d-4aa7-8751-4cfa081ac35a,5128865c-b90c-4627-b7df-d1993e753600,loan given,2015-12-12 11:09:00,15050.0,long term,0.0,debt consolidation,1.0,,,,,,,,,,,,,,,
c2af09f2-53f7-40a2-9c72-de41b40ea0b8,01948ee4-caa6-4351-b4a8-b85172440156,loan given,2015-02-26 11:32:00,99999999.0,short term,0.0,debt consolidation,1.0,home mortgage,70406.0,10+ years,16.0,1.0,1.0,743.0,1173.44,42.0,12.0,0.0,15292.0,25028,0.0,
1a000651-ff72-4139-a268-855f11e12286,ebaf8733-919b-4d98-9c0f-a270a593dc57,loan given,2015-09-04 12:01:00,24603.0,long term,0.0,debt consolidation,2.0,,,,,,,,,,,,,,,
eccb9425-c122-4e03-9668-67b091508cde,7beb47d5-cc73-4a31-b1e9-552726c0e7e0,loan given,2015-01-06 14:49:00,35683.0,long term,0.0,debt consolidation,3.0,,,,,,,,,,,,,,,
907546ea-348d-4b67-acca-9063b4cb1a9f,d7f4b474-3029-4041-98b6-39c5bcc02e41,loan given,2015-10-06 13:14:00,10162.0,short term,0.0,other,3.0,,,,,,,,,,,,,,,
e138821c-d5c8-4419-98b9-bbbd7db76f62,204ed6eb-f654-4c4e-8acc-703baf2bfab1,loan given,2015-11-20 14:04:00,6541.0,short term,0.0,debt consolidation,0.0,,,,,,,,,,,,,,,
5a52fe86-70af-40d0-a5b4-e4ae498ad7c5,2d293de1-7aec-4beb-b151-6bf96d67364b,loan given,2015-11-12 12:23:00,12971.0,short term,0.0,debt consolidation,3.0,home mortgage,37118.0,5 years,,0.0,1.0,745.0,155.59,14.0,6.0,0.0,6995.0,23471,0.0,
709644b0-d5ab-4d0e-8916-43e0afe0654f,a591c05e-ee7d-4374-9797-69c5e2f4e0cd,loan given,2015-02-20 11:28:00,12181.0,short term,0.0,debt consolidation,2.0,,,,,,,,,,,,,,,
443f2101-cb13-465d-9cca-b83c8746ca80,9bbdcd76-d2ba-42df-b7a0-bdc82646d2ab,loan given,2015-07-10 11:24:00,7115.0,short term,0.0,debt consolidation,4.0,,,,,,,,,,,,,,,
2fb8e2ea-7a2d-405f-b5a8-7738270a3e39,9d90b5ba-8c3e-4e2e-a13d-ef149215fd9e,loan given,2015-11-27 11:03:00,8832.0,short term,0.0,debt consolidation,1.0,,,,,,,,,,,,,,,
0adcd92d-f07f-488e-b145-3533e1a64507,860fec41-6384-4acc-b738-eafe24471b56,loan given,2015-07-17 14:51:00,20150.0,short term,0.0,debt consolidation,0.0,,,,,,,,,,,,,,,
ca3435fb-35b7-4ba8-ba8d-c1b46cd11b08,58d5c2d4-20cf-4527-a471-d8c4fe307fd5,loan refused,2015-02-24 10:54:00,7113.0,short term,0.0,take a trip,3.0,rent,30486.0,6 years,19.0,2.0,3.0,741.0,262.18,14.0,6.0,0.0,0.0,0,0.0,
49e1170f-149c-4ce5-b01b-39cfc8585734,7a0f5b6a-8f89-4894-82dc-496611e2ccca,loan refused,2015-08-09 14:04:00,11891.0,short term,0.0,debt consolidation,3.0,home mortgage,,1 year,,5.0,0.0,,693.63,15.0,8.0,0.0,9006.0,10211,0.0,
f5d81c3f-80db-4ec3-ab10-8eed33e5cfc4,d02e82d5-f6d5-43a3-8302-42a902ce98a0,loan given,2015-07-08 14:17:00,7982.0,short term,0.0,debt consolidation,1.0,,,,,,,,,,,,,,,
3bb835d3-22d5-4d98-931a-d9a477aa6d73,c129af30-6b62-4d6e-8365-3eedfce59693,loan given,2015-01-30 12:24:00,9469.0,short term,0.0,debt consolidation,4.0,,,,,,,,,,,,,,,
8d79e7dd-dc35-4c20-8c22-6385b9cdb685,a7aef479-cb1b-436c-a96c-4387646dff2d,loan given,2015-06-21 10:25:00,12209.0,short term,0.0,other,4.0,rent,66131.0,4 years,10.0,3.0,1.0,739.0,727.44,30.0,12.0,1.0,4736.0,4985,1.0,
8915613c-8997-4d2f-8bd7-f42d5a8a2e0d,be56494c-9d5b-44fe-8bdb-af88515a147f,loan refused,2015-06-03 11:46:00,5923.0,short term,0.0,medical bills,1.0,home mortgage,52316.0,5 years,12.0,0.0,0.0,744.0,723.71,10.0,14.0,0.0,3399.0,22213,0.0,
6348a923-fd5f-4b80-b1c7-66a9493c4671,e160c4fa-f3c8-4de2-ac55-8edff65fe04a,loan given,2015-09-28 14:40:00,3964.0,short term,0.0,other,4.0,,,,,,,,,,,,,,,
